# p31 sites — machine-readable ledger (tools/string_sites.py --p31-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=1d3baaf6487a8e3faf4c900e49dbcaae6ddbe1e7f996a47b161c74b502b43477
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir
70171E4D	WCMV	70171E44	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171E44 70171E46 70171E47 70171E49 70171E4B	[@wp(ac3, 54), 27 varying] = [@0x70170ED3:0, "\x0BThe princess cannot climb!"]
70171E88	WCMV	70171E7F	MOVE_PLAYER	ASSIGN-LIT-VARYING	d	EMIT			70171E7F 70171E81 70171E82 70171E84 70171E86	[@wp(ac3, 184), 75 varying] = [@0x70170D53:0, "You fell to your death! You shouldn't climb cliffs unless you are prepared."]
70171F10	WCMV	70171F07	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171F07 70171F09 70171F0A 70171F0C 70171F0E	[@wp(ac3, 70), 31 varying] = [@0x70170D43:0, "\x0BThe water is too deep to swim!"]
7017202E	WCMV	70172025	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70172025 70172027 70172028 7017202A 7017202C	[@wp(ac3, 70), 31 varying] = [@0x70170D33:0, "\x0BThe princess is afraid to fly!"]
70172054	WCMV	7017204B	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017204B 7017204D 7017204E 70172050 70172052	[@wp(ac3, 70), 34 varying] = [@0x70170D21:0, "\x0BYou are now on top of a pegasus!\x0A"]
701720D2	WCMV	701720C9	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701720C9 701720CB 701720CC 701720CE 701720D0	[@wp(ac3, 40), 22 varying] = [@0x70170D15:0, "\x0BYour path is blocked!"]
701720FA	WCMV	701720F1	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701720F1 701720F3 701720F4 701720F6 701720F8	[@wp(ac3, 40), 22 varying] = [@0x70170D15:0, "\x0BYour path is blocked!"]
7017223E	WCMV	70172235	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70172235 70172237 70172238 7017223A 7017223C	[@wp(ac3, 40), 14 varying] = [@0x70170D0D:0, "\x0BFly again -> "]
70172264	WCMV	7017225B	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017225B 7017225D 7017225E 70172260 70172262	[@wp(ac3, 40), 15 varying] = [@0x70170D05:0, "\x0BMove again -> "]
70172415	WCMV	7017240C	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017240C 7017240E 7017240F 70172411 70172413	[@wp(ac3, 70), 31 varying] = [@0x70170D33:0, "\x0BThe princess is afraid to fly!"]
7017243B	WCMV	70172432	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70172432 70172434 70172435 70172437 70172439	[@wp(ac3, 70), 34 varying] = [@0x70170D21:0, "\x0BYou are now on top of a pegasus!\x0A"]
701724B5	WCMV	701724AC	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701724AC 701724AE 701724AF 701724B1 701724B3	[@wp(ac3, 40), 22 varying] = [@0x70170D15:0, "\x0BYour path is blocked!"]
701724DD	WCMV	701724D4	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701724D4 701724D6 701724D7 701724D9 701724DB	[@wp(ac3, 40), 22 varying] = [@0x70170D15:0, "\x0BYour path is blocked!"]
701726A3	WCMV	7017269A	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017269A 7017269C 7017269D 7017269F 701726A1	[@wp(ac3, 118), 59 varying] = [@0x70170CDF:0, "\x0BHit space bar to pick up a shard of the crystal of Albion!"]
701726EA	WCMV	701726E1	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701726E1 701726E3 701726E4 701726E6 701726E8	[@wp(ac3, 40), 26 varying] = [@0x70170CD1:0, "\x0BYou already have a shard!"]
70172719	WCMV	70172710	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70172710 70172712 70172713 70172715 70172717	[@wp(ac3, 118), 53 varying] = [@0x70170CB5:0, "\x0BYou have picked up a shard of the crystal of Albion!"]
7017275A	WCMV	70172751	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70172751 70172753 70172754 70172756 70172758	[@wp(ac3, 54), 30 varying] = [@0x70170CA5:0, "\x0BYou cannot pick up the shard."]
701727CD	WCMV	701727C4	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701727C4 701727C6 701727C7 701727C9 701727CB	[@wp(ac3, 92), 46 varying] = [@0x70170C8D:0, "\x0BThe princess gets sea-sick and will not sail!"]
7017284F	WCMV	70172831	MOVE_PLAYER	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[0x7000021C]+1) is not a constant or a length word		
701728C8	WCMV	701728BF	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701728BF 701728C1 701728C2 701728C4 701728C6	[@wp(ac3, 92), 48 varying] = [@0x70170C73:0, "\x0BYou cannot enter a cave with a catapult in tow."]
70172904	WCMV	701728FB	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701728FB 701728FD 701728FE 70172900 70172902	[@wp(ac3, 118), 51 varying] = [@0x70170C59:0, "\x0BYou cannot enter a cave while carrying a princess."]
70172934	WCMV	7017292B	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017292B 7017292D 7017292E 70172930 70172932	[@wp(ac3, 92), 48 varying] = [@0x70170C41:0, "\x0BYou cannot enter a cave with a castle defences."]
70172D2B	WCMV	70172D22	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70172D22 70172D24 70172D25 70172D27 70172D29	[@wp(ac3, 98), 54 varying] = [@0x70172C4B:0, "\x0BHit space bar at object to observe, or escape to exit"]
70172D89	WCMV	70172D80	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70172D80 70172D82 70172D83 70172D85 70172D87	[@wp(ac3, 18), 12 varying] = [@0x70172C41:0, "You observe "]
70172DA8	WCMP	70172D98	OBSERVE	-	-	REFUSE	P32-SUBSTR	str1 count N[(+51*N[(+686*N[W[(fp-12)]]+N[(fp+12)]+W[0x70000210]-0X186)]-0XFEB0503)] is not a constant or a length word		
70172E4E	WCMV	70172E4E	OBSERVE	ASSIGN-FROM-TEMP	a	REFUSE	P33-TEMP	WMSP temp operand (temp: sp@70172DDA+2 words)		
70172E7A	WCMP	70172E6A	OBSERVE	-	-	REFUSE	P32-SUBSTR	str1 count N[(+51*N[(+686*N[W[(fp-12)]]+N[(fp+12)]+W[0x70000210]-0X186)]-0XFEAF513)] is not a constant or a length word		
70172F5F	WCMV	70172F56	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70172F56 70172F58 70172F59 70172F5B 70172F5D	[@wp(ac3, 98), 46 varying] = [@0x70172C17:0, "\x0BHit space bar to observe the Sceptor of Loric"]
70172F93	WCMV	70172F8A	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70172F8A 70172F8C 70172F8D 70172F8F 70172F91	[@wp(ac3, 18), 77 varying] = [@0x70172BEF:0, "The sceptor is encrusted with emeralds, with\x0A\x0Bthe head of a demon at one end."]
70172FC2	WCMV	70172FB9	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70172FB9 70172FBB 70172FBC 70172FBE 70172FC0	[@wp(ac3, 98), 47 varying] = [@0x70172BD7:0, "\x0BHit space bar to observe the Dark Lord's staff"]
70172FF6	WCMV	70172FED	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70172FED 70172FEF 70172FF0 70172FF2 70172FF4	[@wp(ac3, 18), 31 varying] = [@0x70172BC7:0, "The staff has a slight red glow"]
70173025	WCMV	7017301C	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			7017301C 7017301E 7017301F 70173021 70173023	[@wp(ac3, 98), 41 varying] = [@0x70172BB1:0, "\x0BHit space bar to observe the magic shard"]
70173059	WCMV	70173050	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70173050 70173052 70173053 70173055 70173057	[@wp(ac3, 18), 73 varying] = [@0x70172B8B:0, "The shard seems to be magic, but you are unable\x0Ato determine in what way."]
7017307E	WCMV	70173075	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70173075 70173077 70173078 7017307A 7017307C	[@wp(ac3, 98), 48 varying] = [@0x70172B73:0, "\x0BHit space bar to observe the teleport ring (Tr)"]
701730B4	WCMV	701730AB	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			701730AB 701730AD 701730AE 701730B0 701730B2	[@wp(ac3, 18), 35 varying] = [@0x70172B61:0, "The ring has a ingraving of Hermes."]
701730D7	WCMV	701730CE	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			701730CE 701730D0 701730D1 701730D3 701730D5	[@wp(ac3, 98), 46 varying] = [@0x70172B49:0, "\x0BHit space bar to observe the signet ring (Ri)"]
7017310B	WCMV	70173102	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70173102 70173104 70173105 70173107 70173109	[@wp(ac3, 18), 48 varying] = [@0x70172B31:0, "The ring looks like it might be worth something."]
7017312E	WCMV	70173125	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70173125 70173127 70173128 7017312A 7017312C	[@wp(ac3, 98), 52 varying] = [@0x70172B17:0, "\x0BHit space bar to observe the invisibility ring (Ir)"]
70173160	WCMV	70173157	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70173157 70173159 7017315A 7017315C 7017315E	[@wp(ac3, 18), 32 varying] = [@0x70172B07:0, "The ring seems to be translucent"]
70173182	WCMV	70173179	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			70173179 7017317B 7017317C 7017317E 70173180	[@wp(ac3, 98), 43 varying] = [@0x70172AF1:0, "\x0BHit space bar to observe the one ring (On)"]
701731B4	WCMV	701731AB	OBSERVE	ASSIGN-LIT-VARYING	a	EMIT			701731AB 701731AD 701731AE 701731B0 701731B2	[@wp(ac3, 18), 73 varying] = [@0x70172ACB:0, "You get a feeling of great power, possibly\x0Athe power over life and death."]
701732D2	WCMV	701732D2	OBSERVE	ASSIGN-STR-MIN	a	REFUSE	P32-CAPACITY	dst_count is min(chain total, const), not min(const, source length): phi((N[(fp+134)]+N[(fp+18)]+23), 150)		
701732E7	WCMP	701732E0	OBSERVE	-	-	EMIT			701732E1 701732E3 701732E5	ac1 = cmp([@wp(ac3, 18), varying], [@0x70172C67:0, 0])
70173315	WCMV	701732EB	OBSERVE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+18)]+2) is not a constant or a length word		
701733BF	WCMP	701733A6	OBSERVE	-	-	EMIT			701733B3 701733B6 701733B7 701733B8 701733BA 701733BD	ac1 = cmp([@((sx16(M16[wp(ac3, 13)]) * 19) + M32[0x70000212] + 0x7C2), varying], [@0x7000021C, varying])
7017359E	WCMV	7017354D	OBSERVE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+98)]+N[(fp+134)]+62) is not a constant or a length word		
701738AC	WCMV	701738A3	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			701738A3 701738A5 701738A6 701738A8 701738AA	[@wp(ac3, 40), 25 varying] = [@0x7017378F:0, "\x0BTerritory name please : "]
7017390D	WCMP	701738F5	OP_EDIT	-	-	EMIT			70173902 70173904 70173905 70173907 7017390A	ac1 = cmp([@0x7000021C, varying], [@((sx16(M16[wp(ac3, 17)]) * 20) + M32[0x70000212] - 15), varying])
70173938	WCMV	7017392F	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			7017392F 70173931 70173932 70173934 70173936	[@wp(ac3, 54), 27 varying] = [@0x7017377F:0, "\x0BIncrement number please : "]
70173A28	WCMV	70173A1F	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173A1F 70173A21 70173A22 70173A24 70173A26	[@wp(ac3, 70), 53 varying] = [@0x70173761:0, "Do you wish to list (T) territories, or (C) cities ? "]
70173AA6	WCMV	70173A9D	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173A9D 70173A9F 70173AA0 70173AA2 70173AA4	[@wp(ac3, 40), 22 varying] = [@0x70173753:0, "Type any char to cont."]
70173B34	WCMV	70173B05	OP_EDIT	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+20*N[(fp+17)]+W[0x70000212]-15)]+1) is not a constant or a length word		
70173C8E	WCMV	70173C5F	OP_EDIT	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+19*N[(fp+17)]+W[0x70000212]+0X7C2)]+1) is not a constant or a length word		
70173D8C	WCMV	70173D83	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173D83 70173D85 70173D86 70173D88 70173D8A	[@wp(ac3, 174), 63 varying] = [@0x70173727:0, "Do you wish to goto (P) position, (T) territory, or (C) city ? "]
70173DBD	WCMV	70173DB4	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173DB4 70173DB6 70173DB7 70173DB9 70173DBB	[@wp(ac3, 40), 23 varying] = [@0x7017371B:0, "\x0BX coordinate please : "]
70173E0C	WCMV	70173DFA	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173E03 70173E05 70173E06 70173E08 70173E0A	[@wp(ac3, 40), 23 varying] = [@0x7017370F:0, "\x0BY coordinate please : "]
70173E7B	WCMV	70173E72	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173E72 70173E74 70173E75 70173E77 70173E79	[@wp(ac3, 40), 25 varying] = [@0x7017378F:0, "\x0BTerritory name please : "]
70173EE6	WCMP	70173ECE	OP_EDIT	-	-	EMIT			70173EDB 70173EDD 70173EDE 70173EE0 70173EE3	ac1 = cmp([@0x7000021C, varying], [@((sx16(M16[wp(ac3, 17)]) * 20) + M32[0x70000212] - 15), varying])
70173F62	WCMV	70173F59	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70173F59 70173F5B 70173F5C 70173F5E 70173F60	[@wp(ac3, 40), 20 varying] = [@0x70173705:0, "\x0BCity name please : "]
70173FCE	WCMP	70173FB6	OP_EDIT	-	-	EMIT			70173FC3 70173FC5 70173FC6 70173FC8 70173FCB	ac1 = cmp([@0x7000021C, varying], [@((sx16(M16[wp(ac3, 17)]) * 19) + M32[0x70000212] + 0x7C2), varying])
70174107	WCMV	701740E9	OP_EDIT	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[0x7000021C]+1) is not a constant or a length word		
70174215	WCMV	70174209	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			7017420C 7017420E 7017420F 70174211 70174213	[@wp(ac3, 54), 29 varying] = [@0x701736E9:0, "What is the territory name : "]
7017426E	WCMV	70174265	OP_EDIT	ASSIGN-STR-VARYING-PAD	b	EMIT			70174265 70174267 70174269 7017426B	[@((sx16(M16[R[0x70000212]]) * 20) + M32[0x70000212] - 15), 30 varying] = [@0x7000021C, varying]
70174282	WCMV	70174279	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174279 7017427B 7017427C 7017427E 70174280	[@wp(ac3, 70), 35 varying] = [@0x701736D5:0, "What LAND character to fill with : "]
70174387	WCMV	7017437E	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			7017437E 70174380 70174381 70174383 70174385	[@wp(ac3, 70), 36 varying] = [@0x701736C3:0, "What do you wish to name the area ? "]
701744EC	WCMV	701744E1	OP_EDIT	ASSIGN-STR-VARYING-PAD	b	EMIT			701744E1 701744E3 701744E6 701744E9	[@((sx16(M16[(M32[0x70000212] + 0xFCC2B)]) * 22) + M32[0x70000212] + 0xFCC18), 30 varying] = [@0x7000021C, varying]
7017450D	WCMV	70174504	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174504 70174506 70174507 70174509 7017450B	[@wp(ac3, 244), 77 varying] = [@0x7017369B:0, "Do you want to backup (T) territory, (C) city,\x0A(L) land mass, or (X) castle ?"]
7017455F	WCMV	70174556	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174556 70174558 70174559 7017455B 7017455D	[@wp(ac3, 70), 44 varying] = [@0x70173681:0, "Press <- or -> , 'home' to stop, 'E' to edit"]
70174584	WCMV	7017457B	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			7017457B 7017457D 7017457E 70174580 70174582	[@wp(ac3, 98), 31 varying] = [@0x70173671:0, "Press <- or -> , 'home' to stop"]
70174755	WCMV	7017474C	OP_EDIT	ASSIGN-LIT-VARYING	d	EMIT			7017474C 7017474E 7017474F 70174751 70174753	[@wp(ac3, 40), 11 varying] = [@0x70173649:0, "Castle name"]
7017477D	WCMV	70174774	OP_EDIT	ASSIGN-LIT-VARYING	d	EMIT			70174774 70174776 70174777 70174779 7017477B	[@wp(ac3, 40), 12 varying] = [@0x70173643:0, "Castle owner"]
701747A3	WCMV	7017479A	OP_EDIT	ASSIGN-LIT-VARYING	d	EMIT			7017479A 7017479C 7017479D 7017479F 701747A1	[@wp(ac3, 40), 15 varying] = [@0x7017363B:0, "Castle strength"]
701747C9	WCMV	701747C0	OP_EDIT	ASSIGN-LIT-VARYING	d	EMIT			701747C0 701747C2 701747C3 701747C5 701747C7	[@wp(ac3, 40), 19 varying] = [@0x70173631:0, "Castle max strength"]
701747EF	WCMV	701747E6	OP_EDIT	ASSIGN-LIT-VARYING	d	EMIT			701747E6 701747E8 701747E9 701747EB 701747ED	[@wp(ac3, 40), 10 varying] = [@0x7017362B:0, "Red guards"]
7017481D	WCMV	70174814	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174814 70174816 70174817 70174819 7017481B	[@wp(ac3, 40), 12 varying] = [@0x70173625:0, "Black guards"]
70174971	WCMV	70174963	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174968 7017496A 7017496B 7017496D 7017496F	[@wp(ac3, 40), 24 varying] = [@0x7017360B:0, "What is the city name : "]
701749FC	WCMV	701749F3	OP_EDIT	ASSIGN-STR-VARYING-PAD	b	EMIT			701749F3 701749F5 701749F7 701749F9	[@((sx16(M16[(M32[0x70000212] + 0x7D1)]) * 19) + M32[0x70000212] + 0x7C2), 28 varying] = [@0x7000021C, varying]
70174A07	WCMV	701749F3	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			701749FD 701749FF 70174A01 70174A03 70174A05	[@wp(ac3, 40), 25 varying] = [@0x701735FD:0, "\x0BWhat is the city size : "]
70174A64	WCMV	70174A52	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174A5B 70174A5D 70174A5E 70174A60 70174A62	[@wp(ac3, 98), 33 varying] = [@0x701735EB:0, "\x0BIs it surrounded by a barrier ? "]
70174C2B	WCMV	70174C00	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			70174C22 70174C24 70174C25 70174C27 70174C29	[@wp(ac3, 40), 20 varying] = [@0x701735DF:0, "\x0BIs this a citadel? "]
701750AB	WCMV	7017508C	OP_EDIT	ASSIGN-LIT-VARYING	a	EMIT			701750A2 701750A4 701750A5 701750A7 701750A9	[@wp(ac3, 40), 20 varying] = [@0x701735D5:0, "\x0BIs this a temple ? "]
7017597B	WCMV	70175972	OP_EDIT	ASSIGN-STR-VARYING-PAD	p	REFUSE	P32-CAPACITY	dst_count is min(chain total, const), not min(const, source length): phi(W[(W[(fp-18)]+1)], N[0x7000021C])		
70175C0E	WCMV	70175BA9	OP_HELP	ASSIGN-STR-VARYING	a	EMIT			70175C04 70175C06 70175C08 70175C0A 70175C0C	[@wp(ac3, 1492), 691 varying] = [@bp(ac3, 2292), 691]
70175C26	WCMV	70175C1D	OP_HELP	ASSIGN-LIT-VARYING	a	EMIT			70175C1D 70175C1F 70175C20 70175C22 70175C24	[@wp(ac3, 2), 133 varying] = [@0x7017598B:0, "Cursor arrows move I number of spaces in direction specified.\x0AThe erase page will redraw the screen.\x0AThe escape key will exit quest\x0A\x0A"]
70175EBB	WCMV	70175EB0	LOGON	ASSIGN-LIT-VARYING	d	EMIT			70175EB2 70175EB4 70175EB5 70175EB7 70175EB9	[@wp(ac3, 2), 22 varying] = [@0x70175E19:0, "Quest server is not up"]
70175EF3	WCMV	70175EE8	LOGON	ASSIGN-LIT-VARYING	d	EMIT			70175EEC 70175EED 70175EEF 70175EF1	[@wp(ac3, 2), 18 varying] = [@0x70175E0F:0, "Attempting to ?CON"]
70175F1A	WBLM	70175F10	LOGON	-	?	EMIT			70175F18	words(@wp(ac3, 18), 10) = words(@wp(ac3, 16), 10) ; fill: src = dst - 2 (self-overlapping smear, Census F6)
70175F60	WCMV	70175F4E	LOGON	ASSIGN-LIT-VARYING	a	EMIT			70175F57 70175F59 70175F5A 70175F5C 70175F5E	[@wp(ac3, 34), 14 varying] = [@0x70175E07:0, "Player name ? "]
70175F9B	WCMV	70175F91	LOGON	ASSIGN-STR-VARYING	b	EMIT			70175F91 70175F93 70175F94 70175F96 70175F98	[@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 0x271), 32 varying] = [@0x7000021D:0, 32]
70175FBD	WCMV	70175FB4	LOGON	ASSIGN-STR-VARYING-PAD	b	EMIT			70175FB4 70175FB6 70175FB8 70175FBA	[@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 0x271), 32 varying] = [@0x7000021C, varying]
70175FC8	WCMV	70175FBF	LOGON	ASSIGN-LIT-VARYING	a	EMIT			70175FBF 70175FC1 70175FC2 70175FC4 70175FC6	[@wp(ac3, 34), 11 varying] = [@0x70175E01:0, "Password ? "]
70175FF7	WCMV	70175FE3	LOGON	ASSIGN-LIT-VARYING	b	EMIT			70175FED 70175FEE 70175FF0 70175FF2 70175FF4	[@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 0x271), 32 varying] = [@0x7015155A:0, "                                "]
70176054	WCMV	70176046	LOGON	ASSIGN-STR-VARYING	b	EMIT			7017604A 7017604B 7017604D 7017604F 70176051	[@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 0x260), 32 varying] = [@0x7000021D:0, 32]
70176076	WCMV	7017606D	LOGON	ASSIGN-STR-VARYING-PAD	b	EMIT			7017606D 7017606F 70176071 70176073	[@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 0x260), 32 varying] = [@0x7000021C, varying]
70176082	WBLM	70176078	LOGON	-	?	EMIT			70176080	words(@wp(ac3, 18), 10) = words(@wp(ac3, 16), 10) ; fill: src = dst - 2 (self-overlapping smear, Census F6)
701760B7	WCMV	701760AE	LOGON	ASSIGN-LIT-VARYING	a	EMIT			701760AE 701760B0 701760B1 701760B3 701760B5	[@wp(ac3, 42), 75 varying] = [@0x70175DD9:0, "That USERNAME/PASSWORD does not exist\x0ADo you wish to create this character?"]
70176124	WCMV	7017611B	LOGON	ASSIGN-LIT-VARYING	a	EMIT			7017611B 7017611D 7017611E 70176120 70176122	[@wp(ac3, 42), 27 varying] = [@0x70175DC7:0, "\x0AThat character is in use. "]
70176143	WCMV	7017613A	LOGON	ASSIGN-LIT-VARYING	a	EMIT			7017613A 7017613C 7017613D 7017613F 70176141	[@wp(ac3, 42), 36 varying] = [@0x70175DB5:0, "\x0AMaximum number of players exceeded."]
70176AC4	WCMV	70176ABA	REFRESH_SCREEN	ASSIGN-STR-VARYING	a	EMIT			70176ABA 70176ABC 70176ABD 70176ABF 70176AC1	[@wp(ac3, 6), 22 varying] = [@0x70000E07:0, 22]
70176AE9	WCMV	70176ADF	REFRESH_SCREEN	ASSIGN-STR-VARYING	a	EMIT			70176ADF 70176AE1 70176AE2 70176AE4 70176AE6	[@wp(ac3, 6), 22 varying] = [@0x70000DDF:0, 22]
70176B33	WCMV	70176B10	REFRESH_SCREEN	ASSIGN-STR-VARYING	a	EMIT			70176B29 70176B2B 70176B2D 70176B2F 70176B31	[@wp(ac3, 34), 24 varying] = [@bp(ac3, 44), 24]
70176CCD	WCMV	70176C5C	REPORT	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+686*N[(fp+2)]+W[0x70000210]-0X271)]+N[(+23*N[(+686*N[0x70000216]+ac1@entry+W[0x70000210]-170)]+W[0x70000214]-0X38281)]+21) is not a constant or a length word		
70176D7F	WCMV	70176D0E	REPORT	ASSIGN-STR-VARYING	a	REFUSE	COMPUTED-OPERAND	opaque op WNEG in an operand: ((N[(+686*N[0x70000216]+ac1@entry+W[0x70000210]-170)]+0X2710) WNEG (N[(+686*N[0x70000216]+ac1@entry+W[0x70000210]-170)]+0X2710))		
70176E5F	WCMV	70176DE2	REPORT	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+44)]+N[(+686*N[(fp+2)]+W[0x70000210]-0X271)]+N[(+11*N[(+686*N[(fp+2)]+W[0x70000210]+42)]-0XFEA6E5C)]+41) is not a constant or a length word		
70176F3C	WCMV	70176ECD	REPORT	ASSIGN-STR-VARYING	d	REFUSE	P32-COPYOUT	src count (N[(+686*N[(fp+5)]+W[0x70000210]-0X271)]+N[(+11*N[(+686*N[(fp+2)]+W[0x70000210]+42)]-0XFEA6E5C)]+29) is not a constant or a length word		
70177295	WCMV	7017728C	SEIGE	ASSIGN-LIT-VARYING	a	EMIT			7017728C 7017728E 7017728F 70177291 70177293	[@wp(ac3, 34), 24 varying] = [@0x70177149:0, "\x0BThis should not happen!"]
701772DD	WCMV	701772D4	SEIGE	ASSIGN-LIT-VARYING	?	EMIT			701772D4 701772D6 701772D7 701772D9 701772DB	[@wp(ac3, 8), 11 varying] = [@0x70177143:0, "the citadel"]
701772E9	WCMV	701772E0	SEIGE	ASSIGN-LIT-VARYING	?	EMIT			701772E0 701772E2 701772E3 701772E5 701772E7	[@wp(ac3, 8), 10 varying] = [@0x7017713D:0, "the castle"]
70177492	WCMV	70177489	SEIGE	ASSIGN-LIT-VARYING	a	EMIT			70177489 7017748B 7017748C 7017748E 70177490	[@wp(ac3, 50), 29 varying] = [@0x701770F9:0, "\x0BOnly one player per castle!\x0A"]
701775AE	WCMV	7017758F	SEIGE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+8)]+23) is not a constant or a length word		
70177774	WCMV	7017771A	SEIGE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+50)]+N[(fp+8)]+35) is not a constant or a length word		
701777DD	WCMV	701777AF	SEIGE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+8)]+44) is not a constant or a length word		
7017782B	WCMV	701777F9	SEIGE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+8)]+34) is not a constant or a length word		
701778EF	WCMV	701778C1	SEIGE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+8)]+38) is not a constant or a length word		
70177A23	WCMV	70177A1A	SEIGE	ASSIGN-LIT-VARYING	d	EMIT			70177A1A 70177A1C 70177A1D 70177A1F 70177A21	[@wp(ac3, 50), 31 varying] = [@0x70177089:0, "The boiling oil has killed you!"]
70177A80	WCMV	70177A4E	SEIGE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+50)]+52) is not a constant or a length word		
70177B26	WCMV	70177B12	SEIGE	ASSIGN-LIT-VARYING	a	EMIT			70177B1D 70177B1F 70177B20 70177B22 70177B24	[@wp(ac3, 102), 93 varying] = [@0x7017703D:0, "\x0BThrough a combination of wizardry and strength the\x0A\x0Bcitadel outer wall has been infiltrated."]
